"name","url","country","region","divisions","keywords"
"public safety canada regional offices","http://www.publicsafety.gc.ca/cnt/bt/rgnl-ffcs-eng.aspx","canada","all regions","EM, practitioner, science research Academia, health, business continuity, ngo , humanitarian, civil protection","emergency, management, public, safety, regional, offices"
"public safety division","http://www.gov.pe.ca/jps/index.php3?number=1004340","canada","prince edward island","EM, practitioner, health, ngo , humanitarian, science research Academia","emergency, coast, guard, search, rescue, marine, humanitarian"
"Public Service Commission","http://psc.wi.gov/","united states","wisconsin","EM, Practitioner , Response, Civil , Cyber Security",""
"Putnam County Emergency Manaagement - Division of Emergency Services","http://www.putnam-fl.com/bocc/index.php/county-departments/departments-a-i/ems/management","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Quality Planning Website","http://www.qualityplanning.org.nz/index.php","new zealand","all regions","science resarch Academia","planning, preparedness, legal, land, coastal, biodiversity, contaminated, marine"
"Queensland Ambulance Service","https://ambulance.qld.gov.au/index.html","australia","queensland","EM, practitioner, health, civil protection","emergency, ambulance, health, response"
"Queensland Fire and Emergency Services","https://www.fire.qld.gov.au/about/EmergencyManagementFireandRescue-Levy.asp","australia","queensland","EM, practitioner, health, civil protection","emergency fire, chemical, rescue, training"
"Queensland State Emergency Service","http://www.emergency.qld.gov.au/ses/","australia","queensland","EM, practitioner, health, civil protection, science research Academia","emergency, management, service, volunteer, flood, storm,"
"Queenslnd Health Emergency Management Unit","https://www.health.qld.gov.au/emergtrans/","australia","queensland","EM, practitioner, health, civil protection","emergency, disaster, health, response, planning,"
"Randolph County Emergency Services","http://www.co.randolph.nc.us/es/","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"RCMP","http://www.rcmp-grc.gc.ca/en","canada","all regions","EM, practitioner, health, civil protection, cyber security","emergency, royal, canadian, mounted, police, response, report, civil, protection, business, continuity, cyber"
"Ready NH","http://www.readynh.gov/","united states","new hampshire","EM, Practitioner , Response, Science Research , Academia",""
"Ready.gov","https://www.citizencorps.fema.gov/cc/listCouncil.do","united states","south carolina","EM,Practitioner , Response",""
"Ready.gov","http://www.ready.gov/south-carolina","united states","south carolina","EM,Practitioner , Response",""
"ReadyNC","http://readync.org/EN/Index.html","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Recovery from Disasters","http://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/rcvr-dsstrs/index-eng.aspx","canada","all regions","EM, practitioner, health, ngo , humanitarian, business continuity, civil protection","emergency, recovery, disaster, national, assistance, financial"
"Request for resources or assistance (514)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/514.pdf","canada","british columbia","EM,Practitioner","resource, planning, logistics, supply, unit, forms, templates"
"Resilience Program","http://resilience.abag.ca.gov/","united states","california","EM, Practitioner , Response, Civil , Cyber Security",""
"Resource Planning Worksheet Logisitics supply unit","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/515.pdf","canada","british columbia","EM,Practitioner","resource, status, type, forms, tempates"
"resource status by location","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/517.pdf","canada","british columbia","EM,Practitioner","major, incident, report,"
"Resource Status by type","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/516.pdf","canada","british columbia","EM,Practitioner","resource, status, location, forms, templates"
"Resources for Businesses","http://www.riema.ri.gov/resources/business/index.php","united states","rhode island","Business Continuity , Risk management",""
"Resources for Emergency Managers","http://www.riema.ri.gov/resources/emergencymanager/index.php","united states","rhode island","EM, Practitioner , Response, Science Research , Academia",""
"Rhode Island Coastal Resources Managment Council","http://www.crmc.ri.gov/","united states","rhode island","EM, Practitioner , Response, Science Research , Academia",""
"Rhode Island Critical Infrastructure Program","http://www.riema.ri.gov/cikr/index.php","united states","rhode island","EM, Practitioner , Response, Civil , Cyber Security, Business Continuity , Risk management",""
"Richland County Emergency Preparedness","http://www.richlandonline.com/Residents/EmergencyPreparedness.aspx","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Richmond County Emergency Services","http://www.richmondnc.com/163/Emergency-Services","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Risk Management","http://www.sorm.state.tx.us/","united states","texas","EM, Practitioner , Response, Civil , Cyber Security, Business Continuity , Risk management",""
"Risk Management Unit","http://das.nh.gov/riskmanagement/index.asp","united states","new hampshire","EM, Practitioner , Response, Health, Science Research , Academia, Civil , Cyber Security, ",""
"RiskNZ","http://www.risknz.org.nz/","new zealand","all regions","EM, practitioner, science research Academia","emergeny, management, risk, hazard, preparedness, response, recovery"
"River Forecast Centre","http://bcrfc.env.gov.bc.ca/","canada","british columbia","Science, Research, Academia, EM, Practitioner , Response","Alerts, Fire, response, restriction"
"Robeson County Emergency Services","http://co.robeson.nc.us/departments-a-0/emergency-services/","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Rockingham County Emergency","http://www.co.rockingham.nc.us/pView.aspx?id=14866&catid=407","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Roles & Responsibilities","http://www2.gov.bc.ca/gov/content/environment/air-land-water/spills-environmental-emergencies/roles-responsibilities","canada","british columbia","EM, Practitioner, Health","Environmental, Emergency, Contacts, Marine, Spill, phone, numbers"
"Roles & Responsibilities","http://www2.gov.bc.ca/gov/content/environment/air-land-water/spills-environmental-emergencies/environmental-emergency-legislation/provincial-spills-related-legislation","canada","british columbia","EM, Practitioner, Health","Environmental, Emergency, spill, industrial, accident, provincial, statues, regulations"
"Rowan County Emergency Services","http://www.rowancountync.gov/GOVERNMENT/Departments/EmergencyServices/EmergencyManagement.aspx","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Royal Children's Hospital Internal Emergency Response Plan","http://www.sasvrc.qld.gov.au/SASVRC/Assets/Documents/Internal%20Emergency%20Response%20Plan.pdf","australia","queensland","EM, practitioner, science research Academia, health, civil protection","emergency, management, internal, response, plan, hospital"
"rural disaster resilience project resources information guide: nunavut","http://wp-rdrp-dev.jibc.ca/files/2013/06/Info_Guide_Nunavut.pdf","canada","nunavut","EM, practitioner, health, science research Academia, ngo , humanitarian","aboriginal, disaster, resilience, resource, guide"
"rural disaster resilience project resources information guide: prince edward island","http://wp-rdrp-dev.jibc.ca/files/2013/06/Info_Guide_PEI.pdf","canada","prince edward island","EM, practitioner, health, ngo , humanitarian, science research Academia","emergency, management, preparedness, response, recovery, alerts, monitoring, disaster, planning, guide, hurricanes, flooding, pandemic, health"
"Rutherford County Emergency Services","http://rutherfordcountync.gov/emergencyservices","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Ryerson University","http://ce-online.ryerson.ca/ce/calendar/default.aspx?section=program&sub=cert&cert=disman00&mode=program","canada","ontario","disaster, Emergency, management, law, project, risk, operations",""
"Ryerson University","http://ce-online.ryerson.ca/ce/calendar/default.aspx?section=program&sub=cert&cert=DISMAN00&mode=program","canada","ontario","disaster, Emergency, management, distance, certificate, in-class, natural, man-made",""
"SA Health, Emergency Management","http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/protecting+public+health/emergency+management","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency, management, health, response, education, training"
"Safety and Security","http://www.michigan.gov/som/0,4669,7-192-29941---,00.html","united states","michigan","EM, Practitioner , Response, Civil , Cyber Security",""
"Saint Louis University","http://www.slu.edu/emergency-management","united states","missouri","major, Emergency, management, public, health, infection, disaster, mental,æ ",""
"Sam Houston State University","http://www.shsu.edu/programs/graduate-certificate-in-emergency-management/","united states","texas","Emergency, management, certificate, working, professionals, homeland, security, ",""
"Sample Bylaw for Municipalites","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/sample_bylaw_for_municipalities.pdf","canada","british columbia","EM, Practitioner, Science Academia Research","Bylaw, munitipality, sample,"
"Sample Bylaw for Regional Districts","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/sample_bylaw_for_regional_districts.pdf","canada","british columbia","EM, Practitioner, Science Academia Research","Bylaw, regional, districts, electoral, areas,"
"Sample Service Byalw for Regional Districts","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/sample_service_bylaw_for_regional_districts.pdf","canada","british columbia","EM, Practitioner, Science Academia Research","Local, Authority, Emergency, Management, Regulaton, Powers, Duties, procedures, training, priorities"
"Sampson County Emergency Management","http://www.sampsonnc.com/emergencymngmt.asp","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Santa Rose County Emergency Management","http://www.santarosa.fl.gov/emergency/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"sante et services sociaux quebec","http://www.msss.gouv.qc.ca/en/sujets/organisation/emergency_preparedness.php","canada","quebec","EM, practitioner, health ","disaster, emergency, response, protection, civil, risk, act, plan, fire, saftey"
"Sarasota County Emergency Services","https://www.scgov.net/AllHazards/Pages/default.aspx","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Sate Emergency Management Plans","http://www.public.health.wa.gov.au/1/1194/2/disaster_management.pm","australia","western australia","EM, practitioner, health, science research Academia, civil protection, critical infrastructure","emergency, management, plans, state, disaster, cyclone, earthquake, flood, hazardous, epidemic, marine, search, tsuami, space"
"Savannah State University","http://www.savannahstate.edu/class/programs-homeland.shtml","united states","georgia","homeland, security, Emergency, management, disaster, hazard, ",""
"Savem Inc.","http://www.savem.org.au/","australia","south australia","health, science Academia research, EM, practitioner","emergency, response, recovery, animal, veterinary,"
"SCDOI","http://doi.sc.gov/","united states","south carolina","EM,Practitioner , Response, Business Continuity",""
"SCDOT","http://www.scdot.org/","united states","south carolina","EM,Practitioner , Response",""
"SCDPS","http://www.scdps.gov/","united states","south carolina","EM,Practitioner , Response",""
"SCHAN","https://www.reachsc.sc.gov/HealthAlertNetwork/","united states","south carolina","Health, Science , Research , Academia",""
"Scotland County Emergency Management","http://www.scotlandcounty.org/emergency-management.aspx","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Search and Rescue","http://www.community.gov.yk.ca/emo/sar.html","canada","yukon","E.M practitioner, ngo , humanitarian","aboriginal, emergency, disaster, resilience"
"Search and Rescue","http://www.arcticathabaskancouncil.com/aac/?q=node/50","canada","yukon","EM, practitioner, science research Academia","emergenchy, management, justice, laws, legislation,"
"Section Function Status Report (401A)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/401a.pdf","canada","british columbia","EM, Practitioner","Position, Decison, Approval, Log, 407, forms, templates"
"securite publique quebec (english)","http://www.securitepublique.gouv.qc.ca/en/site-map.html","canada","quebec","EM, practitioner, health, ngo , humanitarian, science acadEM,ic research","disaster, emergency, response, management, recovery, preparedness, civil, protection, fire, flood, evacuation, laws, regulations,"
"securite publique quebec (french)","http://www.securitepublique.gouv.qc.ca/","canada","quebec","EM, practitioner, health, ngo , humanitarian, science acadEM,ic research","emergency, management, disaster, response, recovery, preparedness, training, road, safety, flood, fire, river, pandemic, influenza"
"Seminole County Emergency Management","http://www.prepareseminole.com/prepare/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Seminole Police - Emergency Management Division","http://em.semtribe.com/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Services for People with Disasbilties","http://www.hsdspd.utah.gov/","united states","utah","Health, Science Research , Academia",""
"Severe Weather Province of BC","http://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/preparedbc/know-the-risks/severe-weather","canada","british columbia","EM, Practitioner , Response","Household Emergency Plan, Emergency Kit, Avalanche"
"Sheridan college","https://www.sheridancollege.ca/academics/programs-and-courses/emergency-management.aspx","canada","ontario","Emergency, management, disaster, public, safety, responder, press",""
"Sierra college","http://www.sierracollege.edu/academics/divisions/baape/health-science-emt.php","united states","california","health, sciences, Emergency, EM,t, paramedic, firefigher",""
"Situation Report (501)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/501.pdf","canada","british columbia","EM,Practitioner","Action, plan, 502, forms, templates"
"SLIP Enabler","https://www2.landgate.wa.gov.au/web/guest/emergency-management","australia","western australia","EM, practitioner, science research Academia","emergency, management, shared, land, information, platforms, web, based, mapping"
"Society of Georgia Archivists","http://soga.org/resource/disasterprep","united states","georgia","Science , Researce , Academia, EM, Practitioner","Epidemiology, Emergency Preparedness and Response, Acute Diseases, Occupational Health"
"South Australian Ambulance Service","http://www.saambulance.com.au/","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency, response, ambulance, paramedics"
"South Australian Metropolitan Fire Service","http://www.mfs.sa.gov.au/site/home.jsp","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency, response, fire"
"South Australian Police","https://www.police.sa.gov.au/","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency, response, police, security"
"South Carolina Emergency Management","http://www.scemd.org/","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"South Carolina Fire Marshall","http://www.scfiremarshal.llronline.com/","united states","south carolina","EM,Practitioner , Response",""
"South Dakota State Government Website","http://sd.gov/default.aspx","united states","south dakota","EM, Practitioner , Response, Civil , Cyber Security",""
"Spalding County Homeland Security & Emergency Managment","http://www.spaldingcounty.com/homeland_security_ema.php","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Spartanburg County OEM","http://www.scoem.org/","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Special Care Emergency preparedness association of nova scotia","http://www.scepa.net/","canada","nova scotia","EM, practitioner, health, ngo , humanitarian, business continuity","emergency, management, response, recovery, preparedness, justice, public, safety"
"Spill Reporting Regulation","http://www.bclaws.ca/civix/document/id/complete/statreg/263_90","canada","british columbia","EM, Practitioner , Response, Science Academia Research, Health","Environmental, Spill, Hazardous, harmful, oil, chemical, substance, disturb, harm"
"St Johns County Emergency Management","http://www.sjcemergencymanagement.org/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"St Lucie County Public Safety & Comunications","http://www.stlucieco.gov/eoc/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"St Petersburg college","https://www.spcollege.edu/eamas/","united states","florida","Emergency, administration, management, online, homeland, security",""
"St. John Ambulance","http://stjohn.org.au/","australia","all regions","EM, practitioner, health, science research Academia","emergency, response, health, ambulance"
"St. John Ambulance","http://stjohn.org.au/","australia","western australia","EM, practitioner, health, science research Academia","emergency, disaster, disease, health, ambulance, training, first aid,"
"Stanly County Emergency Services","http://www.stanlycountync.gov/emergency-management/","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"State Division of Communications","http://divcomm.delaware.gov/","united states","delaware","EM, Practitioner , Response, Civil , Cyber Security",""
"State Emergency Management Agency","http://sema.dps.mo.gov/","united states","missouri","EM, Practitioner , Response, Civil , Cyber Security",""
"State Emergency Management Arrangements","http://www.safecom.sa.gov.au/site/emergency_management/emergency_management_arrangements/state_emergency_management_arrangements.jsp","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency,management, preparedness, response, recovery, legislation"
"State Emergency Management Committee","https://www.semc.wa.gov.au/Pages/default.aspx","australia","western australia","EM, practiioner, health, science research Academia, civil protection","emergency, management, state, committee, preparadeness, response, mitigation, recovery, risk, disaster"
"State emergency service","http://www.ses.sa.gov.au/site/home.jsp","australia","south australia","EM, practitioner, health, science Academia research, civil protection, ","emergency, response, service, reocvery, search, rescue, incident"
"State Fire Marshal","http://statefiremarshal.delaware.gov/","united states","delaware","EM, Practitioner , Response, Science Research , Academia",""
"State Fire Marshal","http://www.doi.idaho.gov/SFM/","united states","idaho","EM, Practitioner , Response, Civil , Cyber Security",""
"State Fire Marshal's Office","http://www.vafire.com/","united states","virginia","EM, Practitioner , Response, Civil , Cyber Security",""
"State Government","http://www.ny.gov/agencies","united states","new york","EM, Practitioner , Response, Health, Science Research , Academia, Civil , Cyber Security, ",""
"State Homeland Security Strategy","http://www.mass.gov/eopss/home-sec-emerg-resp/shss/","united states","massachusesetts","EM, Practitioner , Response, Health, Civil , Cyber Security, Science Research , Academia",""
"State of Alaska Government Website","http://alaska.gov/akdir1.html","united states","alaska","EM, Practitioner , Response, Civil , Cyber Security",""
"State of Kansas Government Website","http://www.kansas.gov/","united states","kansas","EM, Practitioner , Response, Civil , Cyber Security",""
"State of Louisana","http://louisiana.gov/","united states","louisana","EM, Practitioner , Response, Civil , Cyber Security",""
"State of Minnesota Government","http://mn.gov/portal/government/","united states","minnesota","EM, Practitioner , Response, Civil , Cyber Security",""
"State of Mississippi","www.mississippi.gov","united states","mississippi","EM, Practitioner , Response, Health, Science Research , Academia, Civil , Cyber Security, ",""
"State Offices & Courts","http://www.mass.gov/portal/global-agency-list.html","united states","massachusesetts","EM, Practitioner , Response, Science Research , Academia",""
"State Police","https://isp.idaho.gov/","united states","idaho","EM, Practitioner , Response, Civil , Cyber Security",""
"State Police Public Safety Service","http://www.lsp.org/","united states","louisana","EM, Practitioner , Response, Civil , Cyber Security",""
"State Troopers","http://dps.alaska.gov/ast/","united states","alaska","EM, Practitioner , Response, Civil , Cyber Security",""
"State University of New York at Canton","http://www.canton.edu/business/eadm/","united states","new york","Emergency, management, technology, online, internships, gis, webeoc, virtual, disaster, simulations",""
"State University of New York, Empire State college","http://suny-empire.esc.edu/degrees-programs/associate-bachelors/public-affairs/","united states","new york","Emergency, management, disaster, fire, services, homeland, security",""
"Stephens County Emergency Management Agency","http://www.stephenscountyga.com/EMA.cfm?lid=675","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Stokes County Emergency Management","http://www.co.stokes.nc.us/em/","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Storm Ready","http://www.stormready.noaa.gov/","united states","all regions","EM, Practitioner , Response",""
"Strategic Emergency Management Planning","http://www.csps-efpc.gc.ca/forlearners/coursesandprograms/CourseDetail-eng.aspx?courseno=C402","canada","all regions","EM, practitioner, science research Academia","Strategic, emergency, management, planning, school, course, public, service, hazard"
"Sumter County Emergency Management","http://www.sumtercountyfl.gov/718/Emergency-Management","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Sumter County Emergency Management","http://sumtercountyga.us/index.aspx?NID=166","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Sumter County Emergency Management","http://www.sumtercountysc.org/?q=department/emergency-management-0","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Surf Life Saving","http://sls.com.au/","australia","all regions","health, EM, practitioner","surf, response, marine, life saving, beaches, ocean"
"Surry County Emergency Services","http://www.co.surry.nc.us/departments/%28a_through_j%29/emergency_services/index.php","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Survey of emergency preparedness and resilience in canada","http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&SDDS=5208","canada","all regions","EM, practitioner, civil protection, health, science research Academia, civil protection","survey, emergency, preparedness, resilience, disasters, social, economic"
"Suwannee County Emergency Services - Risk Management","http://suwcounty.org/county/index.php/design-and-features/emergency-services/risk-management","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Swain County Emergency Management","http://www.swaincountync.gov/emergency-management.html","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Syracuse University","http://insct.syr.edu/our-work/academicprograms/","united states","new york","national, security, homeland, counterterrorism, terrorism, law, postconflict, reconstruction, cybersecurity",""
"Task Registration Form (512)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/embc/pslv_task_registration_form.pdf","canada","british columbia","EM,Practitioner","Request, resources, assistance, 514, forms, templates"
"Tattnall County Emergency Management Agency","http://www.tattnallema.com/","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Taylor County Emergency Management","http://www.taylorcountyem.com/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Tel Aviv University","https://emergexint.tau.ac.il/","israel","tel aviv","international, Emergency, management, master, public, health, disaster, israel",""
"Tennessee Advisory Commission on Intergovernmental Relations","http://www.tn.gov/tacir/section/tacir-infrastructure","united states","tennessee","Science Research , Academia, Civil , Cyber Security",""
"Tennessee Emegency Management Agency (TEMA)","http://www.tnema.org/","united states","tennessee","EM, Practitioner , Response, Health, Science Research , Academia, Civil , Cyber Security, ",""
"Tephra","http://www.civildefence.govt.nz/resources/tephra/","new zealand","all regions","EM, practitioner, health, science research Academia, cyber , civil security, ngo , humanitarian","emergency, tephra, hazard, publication, resilience, response, preparedness"
"Texas Division of Emergency Management","https://www.txdps.state.tx.us/dem/","united states","texas","EM, Practitioner , Response, Civil , Cyber Security",""
"Texas Instruments","http://www.ti.com/corp/docs/csr/2013/co-business-continuity.html#emergency","united states","texas","texas, instruments, business, continuity, minimize, asset, protection, firewall, Emergency, report, incident, management, crisis, communication",""
"The British Columbia Flood Response Plan","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/bc_flood_response_plan-final.pdf","canada","british columbia","EM, Practitioner , Response",""
"The Bush School at Texas A&M University","http://bush.tamu.edu/certificate/","united states","texas","homeland, security, graduate, certificate, nonprofit, management, national, online",""
"the centre for excellence in emergency preparedness","http://www.ceep.ca/","canada","all regions","EM, practitioner, health, science research Academia","emergency, preparadenss, excellence, health, planning"
"The Centre for Preparedness Education","http://www.preped.org/","united states","nebraska","EM, Practitioner , Response, Civil , Cyber Security, Science , Research , Academia",""
"The Council of Ambulance Authorities Inc.","http://www.caa.net.au/","australia","all regions","EM, practitioner, health","emergency, health, ambulance, council, response"
"The Disaster Centre Georgia Page","http://disastercenter.com/georgia/georgia.htm","united states","georgia","EM, Practitioner , Response, NGO , Humanitarian","Disaster Declarations"
"The Emergency Planning Act","http://www.qp.gov.sk.ca/documents/English/Statutes/Statutes/E8-1.pdf","canada","saskatchewan","EM, practitioner, health, science research Academia, ngo , humanitarian","emergency, management, educations, course descriptions, plan, workshop, Centre, development"
"The Florida State University","http://em.fsu.edu/mura/","united states","florida","homeland, security, Emergency, management, graduate, undergraduate, public, health, risk, communication, terrorism",""
"The George Washington University","http://www.gwu.edu/graduate-programs/emergency-management-and-public-health","united states","washington","Emergency, management, public, health,ægraduate, certificate, disaster, public, private, evening, foggy, bottom",""
"The Northeast States Emergency Consortium","http://www.nesec.org/","united states","all regions","Civil , Cyber Security, Science , Research , Academia, Health, Business Continuity,",""
"The Point: Seniors and Adults with Disasbilites","http://adrc.ohhs.ri.gov/","united states","rhode island","EM, Practitioner , Response, Health",""
"The University of Akron","https://www.uakron.edu/public-service/emergency-management/index.dot","united states","ohio","Emergency, management, homeland, security, bachelor, science, undergraduate, weekend, classes, on-line, face-to-face, distance",""
"The University of Chicago","https://grahamschool.uchicago.edu/credit/master-science-threat-response-management/index","united states","illinois","threat, response, management, masters, science, terrorist, biological, chEM,ical, disasters, disease",""
"The University of South Florida","http://health.usf.edu/publichealth/onlineprograms/omph_gdmhr.htm","united states","florida","public, health, disaster, management, natural, man-made, certificate, critical, thinking, health, leadership, population",""
"The University of TN at Chattanooga","https://www.utc.edu/master-public-administration/","united states","tennessee","masters, public, administration, service, nonprofit, theory, practice, critical, thinking, policy, management",""
"The Water Agency","http://www.owrb.ok.gov/","united states","oklahoma","EM, Practitioner , Response, Civil , Cyber Security",""
"Thomas Edison State college","http://www.tesc.edu/watson/bs/Homeland-Security.cfm","united states","new jersey","homeland, security, Emergency, preparedness, bachelor, science, policy, preparation, response, recovery, law, enforcement, Emergency, management, EM,",""
"Towson University","http://grad.towson.edu/program/master/ihsm-ms/","united states","maryland","homeland, security, local, federal, corporate, master, science, security, assessment, management, information, assurance, health, preparedness, policy",""
"Transporation","http://www.mdt.mt.gov/","united states","montana","EM, Practitioner , Response, Civil , Cyber Security",""
"Transport Canada","https://www.tc.gc.ca/eng/safety-menu.htm","canada","all regions","EM, practitioner, science research Academia, health, civil protection","emergency, preparedness, response, transportation, aviation, marine, rail, vehicle, safety, dangerous, hazard"
"Transportation","http://transportation.ky.gov/Pages/default.aspx","united states","kentucky","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.sddot.com/","united states","south dakota","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.ksdot.org/","united states","kansas","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://ok.gov/odot/","united states","oklahoma","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.txdot.gov/","united states","texas","EM, Practitioner , Response, Science , Research , Academia",""
"Transportation","http://www.dot.state.wy.us/home.html","united states","wyoming","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://itd.idaho.gov/","united states","idaho","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.dot.ca.gov/","united states","california","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.nevadadot.com/","united states","nevada","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://www.wsdot.wa.gov/","united states","washington","EM, Practitioner , Response, Civil , Cyber Security",""
"Transportation","http://hidot.hawaii.gov/","united states","hawaii","EM, Practitioner , Response, Civil , Cyber Security",""
"transportation of dangerous goods act","http://lois-laws.justice.gc.ca/eng/acts/T-19.01/index.html","canada","all regions","EM, practitioner, science research Academia, business continuity, critical infrastructure","emergency, transportation, dangerous, goods, act, regulations, response, safety,"
"Transportation Plan (507)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/507.pdf","canada","british columbia","EM,Practitioner","check, in, out, 511, forms, tempates"
"Transylvania County Emergency Services","http://www.transylvaniacounty.org/emergency-services","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Trident University International","https://www.trident.edu/degrees/ms-emergency-disaster-management/","united states","california","masters, science, Emergency, disaster, management, miltary, civilian, disaster, response, online, humanitarian, terrorist",""
"Trident University International","https://www.trident.edu/degrees/ms-emergency-disaster-management/","united states","california","master, science, Emergency, disaster, management, natural, man-made, legal, ethical, online, tlc, military, civilian, global, humanitarian, response",""
"Triton Community college","http://www.triton.edu/CollegeCatalog/emergency-management-degree.htm","united states","illinois","Emergency, management, acadEM,ic, technical, professional, associate, degree, government, agencies, private, corporations, industry, computer, science, nims, response, recovery, warning",""
"Troy University","http://trojan.troy.edu/artsandsciences/politicalscience/mpa/","united states","alabama","master, public, administration, onsite, online, governmental, budgeting, human, resource, policy, analysis, strategic, grant",""
"Tsumani Notification Process Plan","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/provincial-emergency-planning/tsunami-notification-process-plan.pdf","canada","british columbia","EM, Practitioner , Response","Wildfire, fire, Response, Coordination, Wildland, Urban, Interface"
"Tsunamis Province of BC","http://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/preparedbc/know-the-risks/tsunamis","canada","british columbia","EM, Practitioner , Response, Science Research Academia, Private Sector , Business Continuity, NGO Humanitarian","Household Emergency Plan, Emergency Kit, Earthquake"
"Tufts University","http://fletcher.tufts.edu/GMAP","united states","massachusetts","global, master, arts, online, international, professional, residency, GMAP, hybrid, distance, law, diplomacy, graduate",""
"Tulane University","http://www.scs.tulane.edu/programs/homeland.html","united states","new orleans","disaster, management, midcareer, planning, responding, public, health, mph, public, health, hazard, detection, containment, recovery, communication, crises, population, psychological, bachelors, associate, minor, certificate",""
"Tulane University: Disaster Resilience Leadership Academy","http://www.drlatulane.org/","united states","new orleans","disaster, master, science, resilience, leader, summer, certificate, ms",""
